Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,28.09.24
Время,19:30:43
Длительность архива (сек),25200.00
Время предыстории (сек),25200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Расчетная степень сжатия Км,"
-24971.88,,3.9804,6.9745,,21.3634,72.9204,,26.9188,21.9455,,0.7210,38.9294,
-24970.88,,3.9804,6.9745,,21.3634,72.9204,,26.9188,21.9455,,0.7210,39.2130,
-24969.88,,3.9793,6.9745,,21.3634,72.9204,,26.9188,21.9455,,0.7210,38.8889,
-24968.88,,3.9793,6.9756,,21.3634,72.9204,,26.9188,21.9455,,0.7210,39.0220,
-24967.88,,3.9793,6.9756,,21.3634,72.9204,,28.9081,23.9439,,0.7210,39.0683,
-24966.88,,3.9793,6.9745,,21.3634,72.9204,,28.9081,23.9439,,0.7210,38.9468,
-24965.88,,3.9793,6.9745,,21.3634,72.9204,,28.9081,27.9405,,0.7210,39.3113,
-24964.88,,3.9793,6.9745,,21.3634,72.9204,,28.9081,27.9405,,0.7210,38.9641,
-24963.88,,3.9793,6.9745,,21.3634,72.9204,,29.9117,29.9479,,0.7210,39.0799,
-24962.88,,3.9793,6.9745,,21.3634,72.9204,,29.9117,29.9479,,0.7210,39.0799,
-24961.88,,3.9793,6.9756,,21.3634,72.9204,,29.9117,23.9439,,0.7210,38.9583,
-24960.88,,3.9793,6.9745,,21.3634,72.9204,,29.9117,23.9439,,0.7210,38.9641,
-24959.88,,3.9793,6.9756,,21.3634,72.9204,,28.9081,27.9405,,0.7210,39.1204,
-24958.88,,3.9793,6.9745,,21.3634,72.9204,,28.9081,27.9405,,0.7220,38.9063,
-24957.88,,3.9793,6.9745,,21.3634,72.9204,,26.9188,20.9509,,0.7210,38.9583,
-24956.88,,3.9793,6.9745,,21.3634,72.9204,,26.9188,20.9509,,0.7210,39.0451,
-24955.88,,3.9793,6.9745,,21.3634,72.9204,,27.9134,22.9492,,0.7210,38.9525,
-24954.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,22.9492,,0.7210,39.1030,
-24953.88,,3.9793,6.9734,,21.3634,72.9204,,25.9151,23.9439,,0.7214,38.9236,
-24952.88,,3.9804,6.9756,,21.3634,72.9204,,25.9151,23.9439,,0.7211,39.1782,
-24951.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,23.9439,,0.7211,39.0509,
-24950.88,,3.9793,6.9745,,21.3634,72.9204,,28.9081,23.9439,,0.7231,39.1493,
-24949.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,21.9546,,0.7220,39.2419,
-24948.88,,3.9793,6.9745,,21.3634,72.9204,,27.9134,21.9546,,0.7210,38.9352,
-24947.88,,3.9793,6.9745,,21.3634,72.9204,,27.9134,25.9512,,0.7220,39.3287,
-24946.88,,3.9793,6.9745,,21.3634,72.9204,,27.9134,25.9512,,0.7231,39.1493,
-24945.88,,3.9793,6.9734,,21.3634,72.9204,,25.9151,20.9509,,0.7210,38.7037,
-24944.88,,3.9793,6.9745,,21.3634,72.9204,,25.9151,20.9509,,0.7210,39.1319,
-24943.88,,3.9793,6.9756,,21.3634,72.9204,,27.9134,27.9496,,0.7210,39.3519,
-24942.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,27.9496,,0.7210,38.8773,
-24941.88,,3.9793,6.9723,,21.3634,72.9204,,29.9117,25.9512,,0.7210,39.0625,
-24940.88,,3.9793,6.9745,,21.3634,72.9204,,29.9117,25.9512,,0.7210,39.0220,
-24939.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,28.9442,,0.7231,39.0914,
-24938.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,28.9442,,0.7210,39.0220,
-24937.88,,3.9793,6.9723,,21.3634,72.9204,,28.9081,22.9492,,0.7231,39.0162,
-24936.88,,3.9793,6.9723,,21.3634,72.9204,,28.9081,22.9492,,0.7210,39.3287,
-24935.88,,3.9793,6.9745,,21.3634,72.9204,,26.9188,25.9512,,0.7210,39.1956,
-24934.88,,3.9793,6.9734,,21.3634,72.9204,,26.9188,25.9512,,0.7210,38.9236,
-24933.88,,3.9793,6.9734,,21.3634,72.9204,,30.9064,24.9385,,0.7210,39.1956,
-24932.88,,3.9793,6.9734,,21.3634,72.9204,,30.9064,24.9385,,0.7210,39.0336,
-24931.88,,3.9793,6.9723,,21.3634,72.9204,,28.9081,24.9385,,0.7210,39.2072,
-24930.88,,3.9793,6.9745,,21.3634,72.9204,,28.9081,24.9385,,0.7210,39.0162,
-24929.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,22.9492,,0.7210,39.0162,
-24928.88,,3.9793,6.9723,,21.3634,72.9204,,28.9081,22.9492,,0.7210,39.1204,
-24927.88,,3.9793,6.9723,,21.3634,72.9204,,27.9134,21.9455,,0.7229,39.1840,
-24926.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,21.9455,,0.7210,39.1262,
-24925.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,22.9492,,0.7210,39.0509,
-24924.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,22.9492,,0.7210,39.0104,
-24923.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,23.9439,,0.7215,39.0104,
-24922.88,,3.9793,6.9723,,21.3634,72.9204,,28.9081,23.9439,,0.7210,39.2419,
-24921.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,22.9492,,0.7210,39.0914,
-24920.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,22.9492,,0.7210,38.9815,
-24919.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,22.9492,,0.7220,38.9757,
-24918.88,,3.9793,6.9723,,21.3634,72.9204,,27.9134,22.9492,,0.7210,39.2072,
-24917.88,,3.9793,6.9723,,21.3634,72.9204,,27.9134,21.9455,,0.7210,39.0046,
-24916.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,21.9455,,0.7216,38.8657,
-24915.88,,3.9793,6.9734,,21.3634,72.9204,,26.9188,22.9311,,0.7220,39.3229,
-24914.88,,3.9793,6.9723,,21.3634,72.9204,,26.9188,22.9311,,0.7213,38.9873,
-24913.88,,3.9793,6.9723,,21.3634,72.9204,,27.9134,20.9418,,0.7210,39.1377,
-24912.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,20.9418,,0.7231,,
-24911.88,,3.9793,6.9745,,21.3634,72.9204,,27.9134,24.9385,,0.7210,,
-24910.88,,3.9793,6.9734,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24909.88,,3.9793,6.9723,,21.3634,72.9204,,26.9188,21.9455,,0.7210,,
-24908.88,,3.9793,6.9723,,21.3634,72.9204,,26.9188,21.9455,,0.7221,,
-24907.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,23.9439,,0.7210,,
-24906.88,,3.9793,6.9734,,21.3634,72.9204,,28.9081,23.9439,,0.7210,,
-24905.88,,3.9793,6.9734,,21.3634,72.9204,,24.9204,21.9455,,0.7210,,
-24904.88,,3.9793,6.9723,,21.3634,72.9204,,24.9204,21.9455,,0.7213,,
-24903.88,,3.9793,6.9723,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24902.88,,3.9793,6.9734,,21.3634,72.9204,,26.9188,24.9385,,0.7231,,
-24901.88,,3.9793,6.9719,,21.3634,72.9204,,26.9188,25.9512,,0.7220,,
-24900.88,,3.9793,6.9723,,21.3634,72.9204,,26.9188,25.9512,,0.7210,,
-24899.88,,3.9793,6.9723,,21.3634,72.9204,,25.9151,22.9492,,0.7210,,
-24898.88,,3.9793,6.9734,,21.3634,72.9204,,25.9151,22.9492,,0.7231,,
-24897.88,,3.9793,6.9734,,21.3634,72.9204,,26.9188,20.9509,,0.7220,,
-24896.88,,3.9793,6.9734,,21.3634,72.9204,,26.9188,20.9509,,0.7220,,
-24895.88,,3.9793,6.9723,,21.3634,72.9204,,27.9134,22.9492,,0.7225,,
-24894.88,,3.9789,6.9716,,21.3634,72.9204,,27.9134,22.9492,,0.7210,,
-24893.88,,3.9789,6.9737,,21.3634,72.9204,,27.9134,23.9439,,0.7229,,
-24892.88,,3.9789,6.9737,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24891.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,20.9509,,0.7220,,
-24890.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,20.9509,,0.7210,,
-24889.88,,3.9789,6.9737,,21.3634,72.9204,,27.9134,22.9492,,0.7210,,
-24888.88,,3.9789,6.9737,,21.3634,72.9204,,27.9134,22.9492,,0.7231,,
-24887.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24886.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7218,,
-24885.88,,3.9789,6.9727,,21.3634,72.9204,,29.9117,27.9405,,0.7220,,
-24884.88,,3.9789,6.9727,,21.3634,72.9204,,29.9117,27.9405,,0.7210,,
-24883.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,22.9492,,0.7221,,
-24882.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,22.9492,,0.7221,,
-24881.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,20.9509,,0.7221,,
-24880.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,20.9509,,0.7221,,
-24879.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24878.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24877.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24876.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7231,,
-24875.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,22.9492,,0.7229,,
-24874.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,22.9492,,0.7220,,
-24873.88,,3.9789,6.9737,,21.3634,72.9204,,28.9081,26.9459,,0.7220,,
-24872.88,,3.9789,6.9716,,21.3634,72.9204,,28.9081,26.9459,,0.7231,,
-24871.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,22.9492,,0.7231,,
-24870.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,22.9492,,0.7210,,
-24869.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,21.9455,,0.7220,,
-24868.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,21.9455,,0.7231,,
-24867.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,21.9455,,0.7220,,
-24866.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,21.9455,,0.7225,,
-24865.88,,3.9789,6.9727,,21.3634,72.9204,,29.9117,24.9385,,0.7220,,
-24864.88,,3.9789,6.9727,,21.3634,72.9204,,29.9117,24.9385,,0.7220,,
-24863.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7210,,
-24862.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7210,,
-24861.88,,3.9789,6.9737,,21.3634,72.9204,,25.9151,20.9509,,0.7227,,
-24860.88,,3.9789,6.9705,,21.3634,72.9204,,25.9151,20.9509,,0.7210,,
-24859.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,25.9512,,0.7210,,
-24858.88,,3.9789,6.9737,,21.3634,72.9204,,26.9188,25.9512,,0.7220,,
-24857.88,,3.9789,6.9727,,21.3634,72.9204,,25.9151,24.9385,,0.7220,,
-24856.88,,3.9789,6.9727,,21.3634,72.9204,,25.9151,24.9385,,0.7210,,
-24855.88,,3.9789,6.9727,,21.3634,72.9204,,27.9044,21.9455,,0.7231,,
-24854.88,,3.9789,6.9737,,21.3634,72.9204,,27.9044,21.9455,,0.7231,,
-24853.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,23.9439,,0.7229,,
-24852.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,23.9439,,0.7231,,
-24851.88,,3.9789,6.9727,,21.3634,72.9204,,28.9081,22.9492,,0.7210,,
-24850.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,22.9492,,0.7222,,
-24849.88,,3.9789,6.9727,,21.3634,72.9204,,28.9081,25.9512,,0.7220,,
-24848.88,,3.9789,6.9727,,21.3634,72.9204,,28.9081,25.9512,,0.7231,,
-24847.88,,3.9789,6.9727,,21.3634,72.9204,,28.9081,24.9385,,0.7220,,
-24846.88,,3.9789,6.9716,,21.3634,72.9204,,28.9081,24.9385,,0.7220,,
-24845.88,,3.9789,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7224,,
-24844.88,,3.9789,6.9737,,21.3634,72.9204,,27.9134,24.9385,,0.7229,,
-24843.88,,3.9779,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24842.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24841.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,20.9509,,0.7220,,
-24840.88,,3.9779,6.9727,,21.3634,72.9204,,27.9134,20.9509,,0.7229,,
-24839.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,21.9455,,0.7220,,
-24838.88,,3.9779,6.9727,,21.3634,72.9204,,26.9188,21.9455,,0.7229,,
-24837.88,,3.9779,6.9705,,21.3634,72.9204,,25.9151,22.9492,,0.7220,,
-24836.88,,3.9789,6.9727,,21.3634,72.9204,,25.9151,22.9492,,0.7210,,
-24835.88,,3.9789,6.9716,,21.3634,72.9204,,27.9134,21.9455,,0.7229,,
-24834.88,,3.9779,6.9727,,21.3634,72.9204,,27.9134,21.9455,,0.7210,,
-24833.88,,3.9789,6.9727,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24832.88,,3.9789,6.9716,,21.3634,72.9204,,27.9134,23.9439,,0.7210,,
-24831.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24830.88,,3.9779,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24829.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7229,,
-24828.88,,3.9779,6.9737,,21.3634,72.9204,,27.9134,24.9385,,0.7229,,
-24827.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,26.9459,,0.7229,,
-24826.88,,3.9779,6.9716,,21.3634,72.9204,,28.9081,26.9459,,0.7220,,
-24825.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,22.9492,,0.7220,,
-24824.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,22.9492,,0.7210,,
-24823.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,20.9509,,0.7221,,
-24822.88,,3.9779,6.9727,,21.3634,72.9204,,27.9134,20.9509,,0.7220,,
-24821.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,24.9385,,0.7221,,
-24820.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,24.9385,,0.7231,,
-24819.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,20.9509,,0.7231,,
-24818.88,,3.9779,6.9716,,21.3634,72.9204,,28.9081,20.9509,,0.7220,,
-24817.88,,3.9779,6.9716,,21.3634,72.9204,,25.9151,24.9385,,0.7229,,
-24816.88,,3.9779,6.9727,,21.3634,72.9204,,25.9151,24.9385,,0.7210,,
-24815.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,23.9439,,0.7220,,
-24814.88,,3.9779,6.9727,,21.3634,72.9204,,26.9188,23.9439,,0.7229,,
-24813.88,,3.9789,6.9716,,21.3634,72.9204,,28.9081,22.9492,,0.7229,,
-24812.88,,3.9789,6.9727,,21.3634,72.9204,,28.9081,22.9492,,0.7220,,
-24811.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,25.9512,,0.7220,,
-24810.88,,3.9779,6.9727,,21.3634,72.9204,,27.9134,25.9512,,0.7220,,
-24809.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7227,,
-24808.88,,3.9789,6.9727,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24807.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,20.9509,,0.7231,,
-24806.88,,3.9779,6.9727,,21.3634,72.9204,,26.9188,20.9509,,0.7231,,
-24805.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,22.9492,,0.7229,,
-24804.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,22.9492,,0.7229,,
-24803.88,,3.9789,6.9716,,21.3634,72.9204,,24.9114,22.9492,,0.7221,,
-24802.88,,3.9789,6.9727,,21.3634,72.9204,,24.9114,22.9492,,0.7229,,
-24801.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24800.88,,3.9789,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24799.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7229,,
-24798.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7229,,
-24797.88,,3.9789,6.9727,,21.3634,72.9204,,29.9117,24.9385,,0.7210,,
-24796.88,,3.9779,6.9716,,21.3634,72.9204,,29.9117,24.9385,,0.7220,,
-24795.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,22.9492,,0.7231,,
-24794.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,22.9492,,0.7220,,
-24793.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24792.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24791.88,,3.9779,6.9716,,21.3634,72.9204,,30.9064,26.9459,,0.7231,,
-24790.88,,3.9779,6.9716,,21.3634,72.9204,,30.9064,26.9459,,0.7220,,
-24789.88,,3.9779,6.9716,,21.3634,72.9204,,25.9151,22.9492,,0.7231,,
-24788.88,,3.9789,6.9716,,21.3634,72.9204,,25.9151,22.9492,,0.7228,,
-24787.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7231,,
-24786.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24785.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,21.9455,,0.7220,,
-24784.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,21.9455,,0.7220,,
-24783.88,,3.9779,6.9716,,21.3634,72.9204,,28.9081,22.9402,,0.7220,,
-24782.88,,3.9779,6.9727,,21.3634,72.9204,,28.9081,22.9402,,0.7226,,
-24781.88,,3.9779,6.9727,,21.3634,72.9204,,29.9117,26.9459,,0.7220,,
-24780.88,,3.9779,6.9727,,21.3634,72.9204,,29.9117,26.9459,,0.7210,,
-24779.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,21.9455,,0.7220,,
-24778.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,21.9455,,0.7231,,
-24777.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,23.9439,,0.7220,,
-24776.88,,3.9789,6.9716,,21.3634,72.9204,,26.9188,23.9439,,0.7220,,
-24775.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24774.88,,3.9789,6.9705,,21.3634,72.9204,,27.9134,23.9439,,0.7211,,
-24773.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7220,,
-24772.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,24.9385,,0.7231,,
-24771.88,,3.9779,6.9716,,21.3634,72.9204,,30.9064,26.9459,,0.7210,,
-24770.88,,3.9779,6.9716,,21.3634,72.9204,,30.9064,26.9459,,0.7220,,
-24769.88,,3.9779,6.9701,,21.3634,72.9204,,29.9117,24.9385,,0.7220,,
-24768.88,,3.9779,6.9716,,21.3634,72.9204,,29.9117,24.9385,,0.7231,,
-24767.88,,3.9779,6.9716,,21.3634,72.9204,,27.9044,21.9455,,0.7220,,
-24766.88,,3.9779,6.9716,,21.3634,72.9204,,27.9044,21.9455,,0.7210,,
-24765.88,,3.9779,6.9716,,21.3634,72.9204,,27.9044,19.9472,,0.7210,,
-24764.88,,3.9779,6.9705,,21.3634,72.9204,,27.9044,19.9472,,0.7210,,
-24763.88,,3.9789,6.9705,,21.3634,72.9204,,26.9188,23.9439,,0.7220,,
-24762.88,,3.9779,6.9705,,21.3634,72.9204,,26.9188,23.9439,,0.7210,,
-24761.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24760.88,,3.9779,6.9705,,21.3634,72.9204,,27.9134,23.9439,,0.7229,,
-24759.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,22.9492,,0.7231,,
-24758.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,22.9492,,0.7210,,
-24757.88,,3.9779,6.9716,,21.3634,72.9204,,28.9081,23.9439,,0.7220,,
-24756.88,,3.9789,6.9716,,21.3634,72.9204,,28.9081,23.9439,,0.7220,,
-24755.88,,3.9779,6.9705,,21.3634,72.9204,,31.9010,24.9385,,0.7210,,
-24754.88,,3.9779,6.9705,,21.3634,72.9204,,31.9010,24.9385,,0.7220,,
-24753.88,,3.9779,6.9705,,21.3634,72.9204,,29.9117,25.9512,,0.7220,,
-24752.88,,3.9779,6.9705,,21.3634,72.9204,,29.9117,25.9512,,0.7220,,
-24751.88,,3.9779,6.9705,,21.3634,72.9204,,28.9081,24.9385,,0.7224,,
-24750.88,,3.9779,6.9701,,21.3634,72.9204,,28.9081,24.9385,,0.7220,,
-24749.88,,3.9789,6.9701,,21.3634,72.9204,,27.9134,25.9512,,0.7220,,
-24748.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,25.9512,,0.7220,,
-24747.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24746.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,24.9385,,0.7220,,
-24745.88,,3.9779,6.9690,,21.3634,72.9204,,28.9081,23.9439,,0.7210,,
-24744.88,,3.9779,6.9701,,21.3634,72.9204,,28.9081,23.9439,,0.7213,,
-24743.88,,3.9779,6.9701,,21.3634,72.9204,,28.9081,22.9492,,0.7221,,
-24742.88,,3.9789,6.9690,,21.3634,72.9204,,28.9081,22.9492,,0.7210,,
-24741.88,,3.9779,6.9705,,21.3634,72.9204,,26.9188,21.9455,,0.7210,,
-24740.88,,3.9789,6.9690,,21.3634,72.9204,,26.9188,21.9455,,0.7231,,
-24739.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,26.9459,,0.7220,,
-24738.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,26.9459,,0.7220,,
-24737.88,,3.9779,6.9701,,21.3634,72.9204,,29.9117,23.9439,,0.7221,,
-24736.88,,3.9779,6.9690,,21.3634,72.9204,,29.9117,23.9439,,0.7220,,
-24735.88,,3.9779,6.9716,,21.3634,72.9204,,27.9134,23.9439,,0.7220,,
-24734.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,23.9439,,0.7210,,
-24733.88,,3.9779,6.9680,,21.3634,72.9204,,28.9081,24.9385,,0.7210,,
-24732.88,,3.9779,6.9701,,21.3634,72.9204,,28.9081,24.9385,,0.7220,,
-24731.88,,3.9789,6.9701,,21.3634,72.9204,,27.9134,23.9439,,0.7210,,
-24730.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,23.9439,,0.7210,,
-24729.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,27.9496,,0.7220,,
-24728.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,27.9496,,0.7210,,
-24727.88,,3.9779,6.9701,,21.3634,72.9204,,26.9188,22.9492,,0.7210,,
-24726.88,,3.9779,6.9716,,21.3634,72.9204,,26.9188,22.9492,,0.7220,,
-24725.88,,3.9779,6.9690,,21.3634,72.9204,,26.9188,21.9455,,0.7213,,
-24724.88,,3.9779,6.9690,,21.3634,72.9204,,26.9188,21.9455,,0.7220,,
-24723.88,,3.9779,6.9705,,21.3634,72.9204,,26.9188,23.9439,,0.7231,,
-24722.88,,3.9779,6.9701,,21.3634,72.9204,,26.9188,23.9439,,0.7220,,
-24721.88,,3.9779,6.9701,,21.3634,72.9204,,26.9188,24.9295,,0.7210,,
-24720.88,,3.9779,6.9701,,21.3634,72.9204,,26.9188,24.9295,,0.7210,,
-24719.88,,3.9779,6.9690,,21.3634,72.9204,,27.9134,22.9492,,0.7210,,
-24718.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,22.9492,,0.7220,,
-24717.88,,3.9779,6.9701,,21.3634,72.9204,,26.9188,22.9492,,0.7220,,
-24716.88,,3.9779,6.9690,,21.3634,72.9204,,26.9188,22.9492,,0.7220,,
-24715.88,,3.9779,6.9701,,21.3634,72.9204,,28.9081,25.9512,,0.7210,,
-24714.88,,3.9779,6.9701,,21.3634,72.9204,,28.9081,25.9512,,0.7210,,
-24713.88,,3.9779,6.9690,,21.3634,72.9204,,29.9117,25.9512,,0.7210,,
-24712.88,,3.9789,6.9690,,21.3634,72.9204,,29.9117,25.9512,,0.7210,,
-24711.88,,3.9779,6.9690,,21.3634,72.9204,,26.9188,22.9492,,0.7220,,
-24710.88,,3.9779,6.9690,,21.3634,72.9204,,26.9188,22.9492,,0.7210,,
-24709.88,,3.9779,6.9690,,21.3634,72.9204,,28.9081,23.9439,,0.7221,,
-24708.88,,3.9779,6.9690,,21.3634,72.9204,,28.9081,23.9439,,0.7220,,
-24707.88,,3.9779,6.9690,,21.3634,72.9204,,28.9081,25.9512,,0.7210,,
-24706.88,,3.9779,6.9690,,21.3634,72.9204,,28.9081,25.9512,,0.7210,,
-24705.88,,3.9779,6.9680,,21.3634,72.9204,,27.9134,23.9439,,0.7210,,
-24704.88,,3.9779,6.9701,,21.3634,72.9204,,27.9134,23.9439,,0.7231,,
-24703.88,,3.9779,6.9690,,21.3634,72.9204,,28.9081,25.9512,,0.7210,,
-24702.88,,3.9779,6.9680,,21.3634,72.9204,,28.9081,25.9512,,0.7229,,
-24701.88,,3.9779,6.9669,,21.3634,72.9204,,27.9134,22.9492,,0.7210,,
-24700.88,,3.9779,6.9669,,21.3634,72.9204,,27.9134,22.9492,,0.7229,,
-24699.88,,3.9779,6.9669,,21.3634,72.9204,,28.9081,24.9385,,0.7210,,
-24698.88,,3.9779,6.9665,,21.3634,72.9204,,28.9081,24.9385,,0.7210,,
-24697.88,,3.9779,6.9654,,21.3634,72.9204,,29.9117,24.9385,,0.7210,,
-24696.88,,3.9779,6.9665,,21.3634,72.9204,,29.9117,24.9385,,0.7210,,
-24695.88,,3.9779,6.9665,,21.3634,72.9204,,26.9188,20.9509,,,,
-24694.88,,3.9779,6.9665,,21.3634,72.9204,,26.9188,20.9509,,,,
-24693.88,,3.9779,6.9665,,21.3634,72.9204,,25.9151,23.9439,,,,
-24692.88,,3.9779,6.9669,,21.3634,72.9204,,25.9151,23.9439,,,,
-24691.88,,3.9779,6.9665,,21.3634,72.9204,,27.9134,25.9512,,,,
-24690.88,,3.9779,6.9669,,21.3634,72.9204,,27.9134,25.9512,,,,
-24689.88,,3.9779,6.9669,,21.3634,72.9204,,27.9134,20.9509,,,,
-24688.88,,3.9779,6.9665,,21.3634,72.9204,,27.9134,20.9509,,,,
